ID_SITE,ID_ENTITY,entity_name,latitude,longitude,elevation,depositional_context,measurement_method,TYPE,source,core_location,last_updated,ID_UNIT,id,ENTITY_ID,"Alpha-2 code","Alpha-3 code"
227,279,"Etu-Mustajarvi core",60.98,25,157,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,75,174,279,FI,FIN
228,280,"Lac Hertel core",45.68,-74.05,75,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,175,280,CA,CAN
229,281,"Lake Habbema core",-4.11,138.7,3120,"lake sediment","Pollen slide",other,"Global Charcoal Database Version 4",-777777,2020-03-06,161,176,281,ID,IDN
230,282,"Middle Patriarch Swamp core",-39.99,148.18,19,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,143,177,282,AU,AUS
231,283,"North Torbreck core",-37.48,146.94,564,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,178,283,AU,AUS
232,284,"Oaks Creek core",-37.58,146.16,610,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,108,179,284,AU,AUS
233,285,"Poets Hill core",-41.88,145.55,600,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,24,180,285,AU,AUS
234,286,"Powelltown core",-37.86,145.7,168,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,108,181,286,AU,AUS
235,287,"Rietvlei Dam core",-29.82,30.99,112,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,23,182,287,ZA,ZAF
237,289,"Snobs Creek core",-37.55,145.92,775,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,23,183,289,AU,AUS
238,290,"Tugupugua core",-5.66,142.61,2300,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,184,290,PG,PNG
239,291,"Ylimmainen Kuivajarvi core",66.35,29.6167,255,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","marginal core",2021-05-07,75,185,291,FI,FIN
240,292,"Ijomba core",-4.03,137.21,3630,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2021-12-01,152,186,292,ID,IDN
241,293,"Lake Mountain core",-37.46,145.87,1450,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,23,187,293,AU,AUS
242,294,"Lake Teza core",-28.51,32.3,8,"marine sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,23,188,294,ZA,ZAF
243,295,"Lake Tritrivakely core",-19.78,46.91,1514,"lake sediment","GRAVIMETRIC chemical assay (Winkler method)",other,"Global Charcoal Database Version 4",-777777,2020-03-06,30,189,295,MG,MDG
244,297,"Nicole Lake core",62.898592,-114.806868,300,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,190,297,CA,CAN
245,300,"Scotty Lake core_area",54.71,-101.68,305,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,10,191,300,CA,CAN
246,302,"Sky Lake core_area",56.483601,-94.787937,145,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,10,192,302,CA,CAN
247,304,"Tiger Snake Swamp core",-38.13,145.27,60,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,60,193,304,AU,AUS
248,305,"Zagas Nuur core",48.5061,90.6099,2376,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-19,149,194,305,MN,MNG
250,307,"Laukutu Swamp core",-9.47,160.08,20,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,195,307,SB,SLB
251,308,"ODP-668B core",-20.92,4.77,-3965,"marine sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-888888,2021-05-07,162,196,308,AO,AGO
253,310,"Piston Core RC24-07",-11.91,1.35,-3899,"marine sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",other,"Global Charcoal Database Version 4",-777777,2020-03-06,33,197,310,SH,SHN
256,313,"Kabata Swamp core",0.48,30.26,1370,"bog sediment","GRAVIMETRIC chemical assay (Winkler method)",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,144,198,313,UG,UGA
258,315,"La Yeguada core",8.45,-80.85,650,"lake sediment","Pollen slide",other,"Global Charcoal Database Version 4",-777777,2020-03-06,161,199,315,PA,PAN
262,319,"Turtle core",49.32,-124.95,80,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,11,200,319,CA,CAN
263,320,"Boomerang core",49.18,-124.15,360,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,11,201,320,CA,CAN
264,321,"Enos core",49.28,-124.15,50,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,11,202,321,CA,CAN
266,324,"Lac Diana core",60.98,-69.95,114,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,203,324,CA,CAN
267,325,"Lac Marcotte core",47.07,-71.42,503,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,204,325,CA,CAN
268,326,"Ljustjarnen core",59.75,14.43,183,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,16,205,326,SE,SWE
269,327,"St Francois core",48.29,-72.14,358,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,206,327,CA,CAN
271,329,"Mont Valin core",48.61,-70.83,356,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,207,329,CA,CAN
273,331,"Pechora core",62,52,127,"bog sediment",-777777,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,208,331,RU,RUS
274,332,"Lena core",69.38,125.13,50,"bog sediment",-777777,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,123,210,332,RU,RUS
275,333,"Elim core",-28.51,28.5,1757,other,"Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,23,212,333,ZA,ZAF
276,334,"Lago di Basso core",46.4167,9.2833,2250,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-19,10,213,334,CH,CHE
277,335,"Trygasen core",61.77,13.3,549,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-16,16,214,335,SE,SWE
278,336,"Lago Piccolo di Avigliana core",45.05,7.3833,356,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-19,21,215,336,IT,ITA
280,339,"Lac Rond core",46,-74,360,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,216,339,CA,CAN
281,342,"Pout Pond core",43.42,-71.5,232,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,217,342,US,USA
282,344,"Round Pond core",44,-74,548,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,218,344,US,USA
284,346,"Crawford core",43.468529,-79.948817,279,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,219,346,CA,CAN
285,347,"Beaver core",42.47,-100.67,900,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,220,347,US,USA
287,351,"Deming core",47.17,-95.1675,464,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-12-23,152,221,351,US,USA
288,354,"Fish core",43.85,-95.04,423,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,222,354,US,USA
291,359,"Moon core",46.857601,-98.158626,456,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,223,359,US,USA
292,361,"Reservoir core",45.13,-113.46,2161,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,224,361,US,USA
293,362,"McGinnis core",44.6,-78.03,256,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,225,362,CA,CAN
294,363,"Petit Bouchard core",48.8539,-64.5978,145,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,226,363,CA,CAN
295,364,"Lac aux Atocas core",45.5428,-73.3108,114,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,227,364,CA,CAN
296,365,"Lac Caribou core",48.1978,-64.94,116,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,228,365,CA,CAN
297,366,"Lac Clo core",48.4969,-79.3528,280,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,229,366,CA,CAN
298,367,"Lac Daumont core",54.8828,-69.4028,607,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,230,367,CA,CAN
299,368,"Lac Delorme core",54.4239,-69.9297,538,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,231,368,CA,CAN
300,369,"Lac a Euloge core",49.2444,-65.3722,83,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,232,369,CA,CAN
301,370,"Lac Gabriel core",46.2758,-73.4758,250,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-999999,2021-05-07,149,233,370,CA,CAN
302,371,"Lac a Leonard core",49.2078,-65.8128,17,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,234,371,CA,CAN
303,372,"Lac a la Main core",47.7,-70.6222,730,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,235,372,CA,CAN
304,373,"Lac Martini core",47.475,-72.7647,242,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,236,373,CA,CAN
305,374,"Lac a la Montagne Ronde core",48.3208,-68.5653,150,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,237,374,CA,CAN
306,375,"Lac Ouellet core",47.5328,-68.9439,300,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,238,375,CA,CAN
307,376,"Lac Perdu core",49.1708,-66.3236,152,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,239,376,CA,CAN
308,377,Pessiere_B,49.5,-79.24,280,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,240,377,CA,CAN
309,378,"Triangle core",48.71,-65.4139,465,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,241,378,CA,CAN
310,379,"Lac Flevy core",48.2169,-71.2189,381,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,242,379,CA,CAN
311,380,"Marais du Grand-Chaumet core",46.93,1.9,140,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,243,380,FR,FRA
312,381,"Artxilondo core",43.03,-1.13,900,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,244,381,ES,ESP
313,382,"Neublans core",46.91,5.34,205,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,12,245,382,FR,FRA
314,383,"LLM Chavannes core",46.84,2.36,150,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,246,383,FR,FRA
315,384,"Pla de l'Orri core",42.5,1.88,2100,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,247,384,ES,ESP
316,385,"Cuguron core",43.1,0.54,515,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,248,385,FR,FRA
317,386,"Peyre core",44.96,2.71,1100,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,10,249,386,FR,FRA
318,387,"Lej da San Murrezzan core",46.49,9.84,1768,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,6,250,387,CH,CHE
319,388,"Saracuri core",-1.67,-53.57,18,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,251,388,BR,BRA
320,389,"Santa Maria core",-1.57,-53.6,17,"lake sediment","Charcoal particles identified by imaging software",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,252,389,BR,BRA
325,394,"Lago Tapajos core",-2.77,-55.08,15,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,53,253,394,BR,BRA
327,396,"Biviere di Gela core",37.0167,14.33,7,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,6,254,396,IT,ITA
330,399,"Ajax Bog core",-46.4192,169.2922,680,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4",-999999,2021-05-07,152,255,399,NZ,NZL
331,400,"Clarks Junction core",-45.71,170.11,560,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,256,400,NZ,NZL
332,401,"Eweburn Bog core",-45.32,167.8,320,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,164,257,401,NZ,NZL
333,402,"Glendhu Bog core",-45.8333,169.75,600,"bog sediment",Sieved,"pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,164,258,402,NZ,NZL
334,403,"Kichikol core",39.98,73.55,2541,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,6,259,403,KG,KGZ
335,404,"Bakaly core",42.45,72.6,1879,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,6,260,404,KG,KGZ
723,405,"Lago della Costa AP1",45.270278,11.743056,7,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-19,6,261,405,IT,ITA
337,406,"Lake Majo core",-1.46,127.48,140,"lake sediment","Pollen slide",other,"Global Charcoal Database Version 4",-777777,2020-03-06,161,262,406,ID,IDN
340,409,"Sonenuma Swamp core",35.23,136.19,86,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,263,409,JP,JPN
1638,410,"Lake Biwa Andiosols",35.38,135.97,220,soil,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,147,264,410,JP,JPN
342,411,"Gooches Swamp core",-33.45,150.26,960,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,17,265,411,AU,AUS
344,413,"Dyanushka core",65.03,125.03,33,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,161,266,413,RU,RUS
348,417,"Pontes e Lacerda core",-15.26,-59.21,260,soil,"Hand picked charcoal from soil samples",other,"Global Charcoal Database Version 4",-777777,2020-03-06,30,268,417,BR,BRA
349,418,"Salitre core",-19,-46.76,970,soil,"Hand picked charcoal from soil samples",other,"Global Charcoal Database Version 4",-777777,2020-03-06,30,269,418,BR,BRA
350,419,"Sakhare core",41.58,45.31,800,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,270,419,GE,GEO
351,420,"Kumisi core",41.58,44.83,469,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,271,420,GE,GEO
352,421,"Tsavkisi core 1",41.68,44.71,1100,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,272,421,GE,GEO
353,422,"Imera 2002 core",41.65,44.21,1610,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,273,422,GE,GEO
354,423,"Aligol 2003 core",41.63,44.01,1550,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,274,423,GE,GEO
355,424,"Ispani core",41.86,41.8,2,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,275,424,GE,GEO
356,425,"Hidden core",40.51,-106.61,2710,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,276,425,US,USA
357,427,"South Fork Payette core",44.2,-115.5,1984,other,Other,other,"Global Charcoal Database Version 4",-777777,2020-03-06,161,277,427,US,USA
358,428,"NE Yellowstone National Park core",45,-110,2250,other,Other,other,"Global Charcoal Database Version 4",-777777,2020-03-06,161,278,428,US,USA
359,429,"East Lake core",37.17,-119.02,2863,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,10,279,429,US,USA
360,430,"Sapphire Swamp core",-30.03,151.56,1260,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,143,280,430,AU,AUS
361,431,"Burraga Swamp core",-32.02,151.43,1462,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,126,281,431,AU,AUS
362,432,"Killalea Lagoon core",-34.6,150.86,22,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,65,282,432,AU,AUS
363,433,"Bondi Lake Centre Core",-36.8,149.93,22,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,65,283,433,AU,AUS
365,436,"Soleve 2 core",-17.25,-179.49,2,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,284,436,WF,WLF
